shock_id,baseline_year,epsilon_margin,dominating_country,dominated_country
2007,2007,0.0,AUT,GRC
2007,2007,0.0,AUT,ITA
2007,2007,0.0,AUT,PRT
2007,2007,0.0,CAN,BEL
2007,2007,0.0,CAN,GRC
2007,2007,0.0,CAN,HUN
2007,2007,0.0,CAN,POL
2007,2007,0.0,CAN,PRT
2007,2007,0.0,CZE,ITA
2007,2007,0.0,CZE,PRT
2007,2007,0.0,DNK,AUT
2007,2007,0.0,DNK,DEU
2007,2007,0.0,DNK,ESP
2007,2007,0.0,DNK,FRA
2007,2007,0.0,DNK,GRC
2007,2007,0.0,DNK,HUN
2007,2007,0.0,DNK,ITA
2007,2007,0.0,DNK,NLD
2007,2007,0.0,DNK,POL
2007,2007,0.0,DNK,PRT
2007,2007,0.0,DNK,SVK
2007,2007,0.0,EST,GRC
2007,2007,0.0,EST,HUN
2007,2007,0.0,EST,LVA
2007,2007,0.0,EST,POL
2007,2007,0.0,EST,SVK
2007,2007,0.0,FIN,BEL
2007,2007,0.0,FIN,DEU
2007,2007,0.0,FIN,GRC
2007,2007,0.0,FIN,HUN
2007,2007,0.0,FIN,PRT
2007,2007,0.0,FRA,GRC
2007,2007,0.0,GBR,GRC
2007,2007,0.0,GBR,ITA
2007,2007,0.0,LTU,GRC
2007,2007,0.0,LTU,SVK
2007,2007,0.0,LVA,SVK
2007,2007,0.0,NLD,GRC
2007,2007,0.0,NLD,HUN
2007,2007,0.0,NLD,ITA
2007,2007,0.0,NLD,PRT
2007,2007,0.0,SVN,HUN
2007,2007,0.0,SVN,ITA
2007,2007,0.0,SVN,PRT
2007,2007,0.0,SVN,SVK
2007,2007,0.0,SWE,DEU
2007,2007,0.0,SWE,FRA
2007,2007,0.0,SWE,GRC
2007,2007,0.0,SWE,HUN
2007,2007,0.0,SWE,PRT
2007,2007,0.0,USA,AUT
2007,2007,0.0,USA,BEL
2007,2007,0.0,USA,DEU
2007,2007,0.0,USA,FRA
2007,2007,0.0,USA,GRC
2007,2007,0.0,USA,HUN
2007,2007,0.0,USA,ITA
2007,2007,0.0,USA,PRT
2007,2007,0.05,AUT,GRC
2007,2007,0.05,AUT,ITA
2007,2007,0.05,AUT,PRT
2007,2007,0.05,CAN,BEL
2007,2007,0.05,CAN,GRC
2007,2007,0.05,CAN,HUN
2007,2007,0.05,CAN,POL
2007,2007,0.05,CAN,PRT
2007,2007,0.05,CZE,ITA
2007,2007,0.05,CZE,PRT
2007,2007,0.05,DNK,AUT
2007,2007,0.05,DNK,DEU
2007,2007,0.05,DNK,ESP
2007,2007,0.05,DNK,FRA
2007,2007,0.05,DNK,GRC
2007,2007,0.05,DNK,HUN
2007,2007,0.05,DNK,ITA
2007,2007,0.05,DNK,NLD
2007,2007,0.05,DNK,POL
2007,2007,0.05,DNK,PRT
2007,2007,0.05,DNK,SVK
2007,2007,0.05,EST,GRC
2007,2007,0.05,EST,HUN
2007,2007,0.05,EST,LVA
2007,2007,0.05,EST,POL
2007,2007,0.05,EST,SVK
2007,2007,0.05,FIN,BEL
2007,2007,0.05,FIN,DEU
2007,2007,0.05,FIN,GRC
2007,2007,0.05,FIN,HUN
2007,2007,0.05,FIN,PRT
2007,2007,0.05,FRA,GRC
2007,2007,0.05,GBR,GRC
2007,2007,0.05,GBR,ITA
2007,2007,0.05,LTU,GRC
2007,2007,0.05,LTU,SVK
2007,2007,0.05,LVA,SVK
2007,2007,0.05,NLD,GRC
2007,2007,0.05,NLD,HUN
2007,2007,0.05,NLD,ITA
2007,2007,0.05,NLD,PRT
2007,2007,0.05,SVN,HUN
2007,2007,0.05,SVN,ITA
2007,2007,0.05,SVN,PRT
2007,2007,0.05,SVN,SVK
2007,2007,0.05,SWE,DEU
2007,2007,0.05,SWE,FRA
2007,2007,0.05,SWE,GRC
2007,2007,0.05,SWE,HUN
2007,2007,0.05,SWE,PRT
2007,2007,0.05,USA,AUT
2007,2007,0.05,USA,BEL
2007,2007,0.05,USA,DEU
2007,2007,0.05,USA,FRA
2007,2007,0.05,USA,GRC
2007,2007,0.05,USA,HUN
2007,2007,0.05,USA,ITA
2007,2007,0.05,USA,PRT
2007,2007,0.1,AUT,GRC
2007,2007,0.1,AUT,ITA
2007,2007,0.1,AUT,PRT
2007,2007,0.1,CAN,BEL
2007,2007,0.1,CAN,GRC
2007,2007,0.1,CAN,HUN
2007,2007,0.1,CAN,POL
2007,2007,0.1,CAN,PRT
2007,2007,0.1,CZE,ITA
2007,2007,0.1,CZE,PRT
2007,2007,0.1,DNK,AUT
2007,2007,0.1,DNK,DEU
2007,2007,0.1,DNK,ESP
2007,2007,0.1,DNK,FRA
2007,2007,0.1,DNK,GRC
2007,2007,0.1,DNK,HUN
2007,2007,0.1,DNK,ITA
2007,2007,0.1,DNK,NLD
2007,2007,0.1,DNK,POL
2007,2007,0.1,DNK,PRT
2007,2007,0.1,DNK,SVK
2007,2007,0.1,EST,GRC
2007,2007,0.1,EST,HUN
2007,2007,0.1,EST,LVA
2007,2007,0.1,EST,POL
2007,2007,0.1,EST,SVK
2007,2007,0.1,FIN,BEL
2007,2007,0.1,FIN,DEU
2007,2007,0.1,FIN,GRC
2007,2007,0.1,FIN,HUN
2007,2007,0.1,FIN,PRT
2007,2007,0.1,FRA,GRC
2007,2007,0.1,GBR,GRC
2007,2007,0.1,GBR,ITA
2007,2007,0.1,LTU,GRC
2007,2007,0.1,LTU,SVK
2007,2007,0.1,LVA,SVK
2007,2007,0.1,NLD,GRC
2007,2007,0.1,NLD,HUN
2007,2007,0.1,NLD,ITA
2007,2007,0.1,NLD,PRT
2007,2007,0.1,SVN,HUN
2007,2007,0.1,SVN,ITA
2007,2007,0.1,SVN,PRT
2007,2007,0.1,SVN,SVK
2007,2007,0.1,SWE,DEU
2007,2007,0.1,SWE,FRA
2007,2007,0.1,SWE,GRC
2007,2007,0.1,SWE,HUN
2007,2007,0.1,SWE,PRT
2007,2007,0.1,USA,AUT
2007,2007,0.1,USA,BEL
2007,2007,0.1,USA,DEU
2007,2007,0.1,USA,FRA
2007,2007,0.1,USA,GRC
2007,2007,0.1,USA,HUN
2007,2007,0.1,USA,ITA
2007,2007,0.1,USA,PRT
2007,2007,0.15,AUT,GRC
2007,2007,0.15,AUT,ITA
2007,2007,0.15,AUT,PRT
2007,2007,0.15,CAN,BEL
2007,2007,0.15,CAN,GRC
2007,2007,0.15,CAN,HUN
2007,2007,0.15,CAN,POL
2007,2007,0.15,CAN,PRT
2007,2007,0.15,CZE,ITA
2007,2007,0.15,CZE,PRT
2007,2007,0.15,DNK,AUT
2007,2007,0.15,DNK,DEU
2007,2007,0.15,DNK,ESP
2007,2007,0.15,DNK,FRA
2007,2007,0.15,DNK,GRC
2007,2007,0.15,DNK,HUN
2007,2007,0.15,DNK,ITA
2007,2007,0.15,DNK,NLD
2007,2007,0.15,DNK,POL
2007,2007,0.15,DNK,PRT
2007,2007,0.15,DNK,SVK
2007,2007,0.15,EST,GRC
2007,2007,0.15,EST,HUN
2007,2007,0.15,EST,LVA
2007,2007,0.15,EST,POL
2007,2007,0.15,EST,SVK
2007,2007,0.15,FIN,BEL
2007,2007,0.15,FIN,DEU
2007,2007,0.15,FIN,GRC
2007,2007,0.15,FIN,HUN
2007,2007,0.15,FIN,PRT
2007,2007,0.15,FRA,GRC
2007,2007,0.15,GBR,GRC
2007,2007,0.15,GBR,ITA
2007,2007,0.15,LTU,GRC
2007,2007,0.15,LTU,SVK
2007,2007,0.15,LVA,SVK
2007,2007,0.15,NLD,GRC
2007,2007,0.15,NLD,HUN
2007,2007,0.15,NLD,ITA
2007,2007,0.15,NLD,PRT
2007,2007,0.15,SVN,HUN
2007,2007,0.15,SVN,ITA
2007,2007,0.15,SVN,PRT
2007,2007,0.15,SVN,SVK
2007,2007,0.15,SWE,DEU
2007,2007,0.15,SWE,FRA
2007,2007,0.15,SWE,GRC
2007,2007,0.15,SWE,HUN
2007,2007,0.15,SWE,PRT
2007,2007,0.15,USA,AUT
2007,2007,0.15,USA,BEL
2007,2007,0.15,USA,DEU
2007,2007,0.15,USA,FRA
2007,2007,0.15,USA,GRC
2007,2007,0.15,USA,HUN
2007,2007,0.15,USA,ITA
2007,2007,0.15,USA,PRT
2007,2007,0.2,AUT,GRC
2007,2007,0.2,AUT,ITA
2007,2007,0.2,AUT,PRT
2007,2007,0.2,CAN,BEL
2007,2007,0.2,CAN,GRC
2007,2007,0.2,CAN,HUN
2007,2007,0.2,CAN,POL
2007,2007,0.2,CAN,PRT
2007,2007,0.2,CZE,ITA
2007,2007,0.2,CZE,PRT
2007,2007,0.2,DNK,AUT
2007,2007,0.2,DNK,DEU
2007,2007,0.2,DNK,ESP
2007,2007,0.2,DNK,FRA
2007,2007,0.2,DNK,GRC
2007,2007,0.2,DNK,HUN
2007,2007,0.2,DNK,ITA
2007,2007,0.2,DNK,NLD
2007,2007,0.2,DNK,POL
2007,2007,0.2,DNK,PRT
2007,2007,0.2,DNK,SVK
2007,2007,0.2,EST,GRC
2007,2007,0.2,EST,HUN
2007,2007,0.2,EST,LVA
2007,2007,0.2,EST,POL
2007,2007,0.2,EST,SVK
2007,2007,0.2,FIN,BEL
2007,2007,0.2,FIN,DEU
2007,2007,0.2,FIN,GRC
2007,2007,0.2,FIN,HUN
2007,2007,0.2,FIN,PRT
2007,2007,0.2,FRA,GRC
2007,2007,0.2,GBR,GRC
2007,2007,0.2,GBR,ITA
2007,2007,0.2,LTU,GRC
2007,2007,0.2,LTU,SVK
2007,2007,0.2,LVA,SVK
2007,2007,0.2,NLD,GRC
2007,2007,0.2,NLD,HUN
2007,2007,0.2,NLD,ITA
2007,2007,0.2,NLD,PRT
2007,2007,0.2,SVN,HUN
2007,2007,0.2,SVN,ITA
2007,2007,0.2,SVN,PRT
2007,2007,0.2,SVN,SVK
2007,2007,0.2,SWE,DEU
2007,2007,0.2,SWE,FRA
2007,2007,0.2,SWE,GRC
2007,2007,0.2,SWE,HUN
2007,2007,0.2,SWE,PRT
2007,2007,0.2,USA,AUT
2007,2007,0.2,USA,BEL
2007,2007,0.2,USA,DEU
2007,2007,0.2,USA,FRA
2007,2007,0.2,USA,GRC
2007,2007,0.2,USA,HUN
2007,2007,0.2,USA,ITA
2007,2007,0.2,USA,PRT
2019,2019,0.0,AUS,COL
2019,2019,0.0,AUS,ESP
2019,2019,0.0,AUS,GRC
2019,2019,0.0,AUS,HRV
2019,2019,0.0,AUS,ITA
2019,2019,0.0,AUS,PRT
2019,2019,0.0,AUS,ZAF
2019,2019,0.0,AUT,GRC
2019,2019,0.0,AUT,ITA
2019,2019,0.0,AUT,PRT
2019,2019,0.0,BGR,SVK
2019,2019,0.0,CAN,ESP
2019,2019,0.0,CAN,GRC
2019,2019,0.0,CAN,HRV
2019,2019,0.0,CAN,ITA
2019,2019,0.0,CAN,PRT
2019,2019,0.0,CAN,ZAF
2019,2019,0.0,CHE,ESP
2019,2019,0.0,CHE,GRC
2019,2019,0.0,CHE,HRV
2019,2019,0.0,CHE,ITA
2019,2019,0.0,CHE,LTU
2019,2019,0.0,CHE,NLD
2019,2019,0.0,CHE,PRT
2019,2019,0.0,CHE,SVK
2019,2019,0.0,CHE,TUR
2019,2019,0.0,CZE,ITA
2019,2019,0.0,CZE,TUR
2019,2019,0.0,DEU,ITA
2019,2019,0.0,DEU,PRT
2019,2019,0.0,DNK,ESP
2019,2019,0.0,DNK,FRA
2019,2019,0.0,DNK,GRC
2019,2019,0.0,DNK,HRV
2019,2019,0.0,DNK,ITA
2019,2019,0.0,DNK,PRT
2019,2019,0.0,DNK,SVK
2019,2019,0.0,EST,ESP
2019,2019,0.0,EST,GRC
2019,2019,0.0,EST,HRV
2019,2019,0.0,EST,ITA
2019,2019,0.0,EST,LVA
2019,2019,0.0,EST,PRT
2019,2019,0.0,EST,SVK
2019,2019,0.0,EST,TUR
2019,2019,0.0,FIN,ESP
2019,2019,0.0,FIN,FRA
2019,2019,0.0,FIN,GRC
2019,2019,0.0,FIN,ITA
2019,2019,0.0,FRA,GRC
2019,2019,0.0,FRA,ITA
2019,2019,0.0,GBR,GRC
2019,2019,0.0,HUN,ITA
2019,2019,0.0,KOR,BEL
2019,2019,0.0,NLD,ESP
2019,2019,0.0,NLD,GRC
2019,2019,0.0,NLD,ITA
2019,2019,0.0,NLD,PRT
2019,2019,0.0,NZL,ESP
2019,2019,0.0,NZL,GRC
2019,2019,0.0,NZL,HRV
2019,2019,0.0,NZL,ITA
2019,2019,0.0,NZL,LVA
2019,2019,0.0,NZL,PRT
2019,2019,0.0,NZL,SVK
2019,2019,0.0,NZL,TUR
2019,2019,0.0,POL,GRC
2019,2019,0.0,POL,HRV
2019,2019,0.0,POL,SVK
2019,2019,0.0,SVN,GRC
2019,2019,0.0,SVN,HRV
2019,2019,0.0,SVN,ITA
2019,2019,0.0,SVN,PRT
2019,2019,0.0,SWE,ESP
2019,2019,0.0,SWE,FRA
2019,2019,0.0,SWE,GRC
2019,2019,0.0,SWE,ITA
2019,2019,0.0,USA,GBR
2019,2019,0.0,USA,GRC
2019,2019,0.0,USA,ITA
2019,2019,0.0,USA,PRT
2019,2019,0.05,AUS,COL
2019,2019,0.05,AUS,ESP
2019,2019,0.05,AUS,GRC
2019,2019,0.05,AUS,HRV
2019,2019,0.05,AUS,ITA
2019,2019,0.05,AUS,PRT
2019,2019,0.05,AUS,ZAF
2019,2019,0.05,AUT,GRC
2019,2019,0.05,AUT,ITA
2019,2019,0.05,AUT,PRT
2019,2019,0.05,BGR,SVK
2019,2019,0.05,CAN,ESP
2019,2019,0.05,CAN,GRC
2019,2019,0.05,CAN,HRV
2019,2019,0.05,CAN,ITA
2019,2019,0.05,CAN,PRT
2019,2019,0.05,CAN,ZAF
2019,2019,0.05,CHE,ESP
2019,2019,0.05,CHE,GRC
2019,2019,0.05,CHE,HRV
2019,2019,0.05,CHE,ITA
2019,2019,0.05,CHE,LTU
2019,2019,0.05,CHE,NLD
2019,2019,0.05,CHE,PRT
2019,2019,0.05,CHE,SVK
2019,2019,0.05,CHE,TUR
2019,2019,0.05,CZE,ITA
2019,2019,0.05,CZE,TUR
2019,2019,0.05,DEU,ITA
2019,2019,0.05,DEU,PRT
2019,2019,0.05,DNK,ESP
2019,2019,0.05,DNK,FRA
2019,2019,0.05,DNK,GRC
2019,2019,0.05,DNK,HRV
2019,2019,0.05,DNK,ITA
2019,2019,0.05,DNK,PRT
2019,2019,0.05,DNK,SVK
2019,2019,0.05,EST,ESP
2019,2019,0.05,EST,GRC
2019,2019,0.05,EST,HRV
2019,2019,0.05,EST,ITA
2019,2019,0.05,EST,LVA
2019,2019,0.05,EST,PRT
2019,2019,0.05,EST,SVK
2019,2019,0.05,EST,TUR
2019,2019,0.05,FIN,ESP
2019,2019,0.05,FIN,FRA
2019,2019,0.05,FIN,GRC
2019,2019,0.05,FIN,ITA
2019,2019,0.05,FRA,GRC
2019,2019,0.05,FRA,ITA
2019,2019,0.05,GBR,GRC
2019,2019,0.05,HUN,ITA
2019,2019,0.05,KOR,BEL
2019,2019,0.05,NLD,ESP
2019,2019,0.05,NLD,GRC
2019,2019,0.05,NLD,ITA
2019,2019,0.05,NLD,PRT
2019,2019,0.05,NZL,ESP
2019,2019,0.05,NZL,GRC
2019,2019,0.05,NZL,HRV
2019,2019,0.05,NZL,ITA
2019,2019,0.05,NZL,LVA
2019,2019,0.05,NZL,PRT
2019,2019,0.05,NZL,SVK
2019,2019,0.05,NZL,TUR
2019,2019,0.05,POL,GRC
2019,2019,0.05,POL,HRV
2019,2019,0.05,POL,SVK
2019,2019,0.05,SVN,GRC
2019,2019,0.05,SVN,HRV
2019,2019,0.05,SVN,ITA
2019,2019,0.05,SVN,PRT
2019,2019,0.05,SWE,ESP
2019,2019,0.05,SWE,FRA
2019,2019,0.05,SWE,GRC
2019,2019,0.05,SWE,ITA
2019,2019,0.05,USA,GBR
2019,2019,0.05,USA,GRC
2019,2019,0.05,USA,ITA
2019,2019,0.05,USA,PRT
2019,2019,0.1,AUS,COL
2019,2019,0.1,AUS,ESP
2019,2019,0.1,AUS,GRC
2019,2019,0.1,AUS,HRV
2019,2019,0.1,AUS,ITA
2019,2019,0.1,AUS,PRT
2019,2019,0.1,AUS,ZAF
2019,2019,0.1,AUT,GRC
2019,2019,0.1,AUT,ITA
2019,2019,0.1,AUT,PRT
2019,2019,0.1,BGR,SVK
2019,2019,0.1,CAN,ESP
2019,2019,0.1,CAN,GRC
2019,2019,0.1,CAN,HRV
2019,2019,0.1,CAN,ITA
2019,2019,0.1,CAN,PRT
2019,2019,0.1,CAN,ZAF
2019,2019,0.1,CHE,ESP
2019,2019,0.1,CHE,GRC
2019,2019,0.1,CHE,HRV
2019,2019,0.1,CHE,ITA
2019,2019,0.1,CHE,LTU
2019,2019,0.1,CHE,NLD
2019,2019,0.1,CHE,PRT
2019,2019,0.1,CHE,SVK
2019,2019,0.1,CHE,TUR
2019,2019,0.1,CZE,ITA
2019,2019,0.1,CZE,TUR
2019,2019,0.1,DEU,ITA
2019,2019,0.1,DEU,PRT
2019,2019,0.1,DNK,ESP
2019,2019,0.1,DNK,FRA
2019,2019,0.1,DNK,GRC
2019,2019,0.1,DNK,HRV
2019,2019,0.1,DNK,ITA
2019,2019,0.1,DNK,PRT
2019,2019,0.1,DNK,SVK
2019,2019,0.1,EST,ESP
2019,2019,0.1,EST,GRC
2019,2019,0.1,EST,HRV
2019,2019,0.1,EST,ITA
2019,2019,0.1,EST,LVA
2019,2019,0.1,EST,PRT
2019,2019,0.1,EST,SVK
2019,2019,0.1,EST,TUR
2019,2019,0.1,FIN,ESP
2019,2019,0.1,FIN,FRA
2019,2019,0.1,FIN,GRC
2019,2019,0.1,FIN,ITA
2019,2019,0.1,FRA,GRC
2019,2019,0.1,FRA,ITA
2019,2019,0.1,GBR,GRC
2019,2019,0.1,HUN,ITA
2019,2019,0.1,KOR,BEL
2019,2019,0.1,NLD,ESP
2019,2019,0.1,NLD,GRC
2019,2019,0.1,NLD,ITA
2019,2019,0.1,NLD,PRT
2019,2019,0.1,NZL,ESP
2019,2019,0.1,NZL,GRC
2019,2019,0.1,NZL,HRV
2019,2019,0.1,NZL,ITA
2019,2019,0.1,NZL,LVA
2019,2019,0.1,NZL,PRT
2019,2019,0.1,NZL,SVK
2019,2019,0.1,NZL,TUR
2019,2019,0.1,POL,GRC
2019,2019,0.1,POL,HRV
2019,2019,0.1,POL,SVK
2019,2019,0.1,SVN,GRC
2019,2019,0.1,SVN,HRV
2019,2019,0.1,SVN,ITA
2019,2019,0.1,SVN,PRT
2019,2019,0.1,SWE,ESP
2019,2019,0.1,SWE,FRA
2019,2019,0.1,SWE,GRC
2019,2019,0.1,SWE,ITA
2019,2019,0.1,USA,GBR
2019,2019,0.1,USA,GRC
2019,2019,0.1,USA,ITA
2019,2019,0.1,USA,PRT
2019,2019,0.15,AUS,COL
2019,2019,0.15,AUS,ESP
2019,2019,0.15,AUS,GRC
2019,2019,0.15,AUS,HRV
2019,2019,0.15,AUS,ITA
2019,2019,0.15,AUS,PRT
2019,2019,0.15,AUS,ZAF
2019,2019,0.15,AUT,GRC
2019,2019,0.15,AUT,ITA
2019,2019,0.15,AUT,PRT
2019,2019,0.15,BGR,SVK
2019,2019,0.15,CAN,ESP
2019,2019,0.15,CAN,GRC
2019,2019,0.15,CAN,HRV
2019,2019,0.15,CAN,ITA
2019,2019,0.15,CAN,PRT
2019,2019,0.15,CAN,ZAF
2019,2019,0.15,CHE,ESP
2019,2019,0.15,CHE,GRC
2019,2019,0.15,CHE,HRV
2019,2019,0.15,CHE,ITA
2019,2019,0.15,CHE,LTU
2019,2019,0.15,CHE,NLD
2019,2019,0.15,CHE,PRT
2019,2019,0.15,CHE,SVK
2019,2019,0.15,CHE,TUR
2019,2019,0.15,CZE,ITA
2019,2019,0.15,CZE,TUR
2019,2019,0.15,DEU,ITA
2019,2019,0.15,DEU,PRT
2019,2019,0.15,DNK,ESP
2019,2019,0.15,DNK,FRA
2019,2019,0.15,DNK,GRC
2019,2019,0.15,DNK,HRV
2019,2019,0.15,DNK,ITA
2019,2019,0.15,DNK,PRT
2019,2019,0.15,DNK,SVK
2019,2019,0.15,EST,ESP
2019,2019,0.15,EST,GRC
2019,2019,0.15,EST,HRV
2019,2019,0.15,EST,ITA
2019,2019,0.15,EST,LVA
2019,2019,0.15,EST,PRT
2019,2019,0.15,EST,SVK
2019,2019,0.15,EST,TUR
2019,2019,0.15,FIN,ESP
2019,2019,0.15,FIN,FRA
2019,2019,0.15,FIN,GRC
2019,2019,0.15,FIN,ITA
2019,2019,0.15,FRA,GRC
2019,2019,0.15,FRA,ITA
2019,2019,0.15,GBR,GRC
2019,2019,0.15,HUN,ITA
2019,2019,0.15,KOR,BEL
2019,2019,0.15,NLD,ESP
2019,2019,0.15,NLD,GRC
2019,2019,0.15,NLD,ITA
2019,2019,0.15,NLD,PRT
2019,2019,0.15,NZL,ESP
2019,2019,0.15,NZL,GRC
2019,2019,0.15,NZL,HRV
2019,2019,0.15,NZL,ITA
2019,2019,0.15,NZL,LVA
2019,2019,0.15,NZL,PRT
2019,2019,0.15,NZL,SVK
2019,2019,0.15,NZL,TUR
2019,2019,0.15,POL,GRC
2019,2019,0.15,POL,HRV
2019,2019,0.15,SVN,GRC
2019,2019,0.15,SVN,HRV
2019,2019,0.15,SVN,ITA
2019,2019,0.15,SVN,PRT
2019,2019,0.15,SWE,ESP
2019,2019,0.15,SWE,FRA
2019,2019,0.15,SWE,GRC
2019,2019,0.15,SWE,ITA
2019,2019,0.15,USA,GBR
2019,2019,0.15,USA,GRC
2019,2019,0.15,USA,ITA
2019,2019,0.15,USA,PRT
2019,2019,0.2,AUS,COL
2019,2019,0.2,AUS,ESP
2019,2019,0.2,AUS,GRC
2019,2019,0.2,AUS,HRV
2019,2019,0.2,AUS,ITA
2019,2019,0.2,AUS,PRT
2019,2019,0.2,AUS,ZAF
2019,2019,0.2,AUT,GRC
2019,2019,0.2,AUT,ITA
2019,2019,0.2,AUT,PRT
2019,2019,0.2,CAN,ESP
2019,2019,0.2,CAN,GRC
2019,2019,0.2,CAN,HRV
2019,2019,0.2,CAN,ITA
2019,2019,0.2,CAN,PRT
2019,2019,0.2,CAN,ZAF
2019,2019,0.2,CHE,ESP
2019,2019,0.2,CHE,GRC
2019,2019,0.2,CHE,HRV
2019,2019,0.2,CHE,ITA
2019,2019,0.2,CHE,LTU
2019,2019,0.2,CHE,NLD
2019,2019,0.2,CHE,PRT
2019,2019,0.2,CHE,SVK
2019,2019,0.2,CHE,TUR
2019,2019,0.2,CZE,ITA
2019,2019,0.2,CZE,TUR
2019,2019,0.2,DEU,ITA
2019,2019,0.2,DEU,PRT
2019,2019,0.2,DNK,ESP
2019,2019,0.2,DNK,FRA
2019,2019,0.2,DNK,GRC
2019,2019,0.2,DNK,HRV
2019,2019,0.2,DNK,ITA
2019,2019,0.2,DNK,PRT
2019,2019,0.2,DNK,SVK
2019,2019,0.2,EST,ESP
2019,2019,0.2,EST,GRC
2019,2019,0.2,EST,HRV
2019,2019,0.2,EST,ITA
2019,2019,0.2,EST,LVA
2019,2019,0.2,EST,PRT
2019,2019,0.2,EST,SVK
2019,2019,0.2,EST,TUR
2019,2019,0.2,FIN,ESP
2019,2019,0.2,FIN,GRC
2019,2019,0.2,FIN,ITA
2019,2019,0.2,FRA,GRC
2019,2019,0.2,FRA,ITA
2019,2019,0.2,GBR,GRC
2019,2019,0.2,HUN,ITA
2019,2019,0.2,KOR,BEL
2019,2019,0.2,NLD,ESP
2019,2019,0.2,NLD,GRC
2019,2019,0.2,NLD,ITA
2019,2019,0.2,NLD,PRT
2019,2019,0.2,NZL,ESP
2019,2019,0.2,NZL,GRC
2019,2019,0.2,NZL,HRV
2019,2019,0.2,NZL,ITA
2019,2019,0.2,NZL,PRT
2019,2019,0.2,NZL,SVK
2019,2019,0.2,NZL,TUR
2019,2019,0.2,POL,GRC
2019,2019,0.2,SVN,GRC
2019,2019,0.2,SVN,HRV
2019,2019,0.2,SVN,ITA
2019,2019,0.2,SVN,PRT
2019,2019,0.2,SWE,ESP
2019,2019,0.2,SWE,FRA
2019,2019,0.2,SWE,GRC
2019,2019,0.2,SWE,ITA
2019,2019,0.2,USA,GBR
2019,2019,0.2,USA,GRC
2019,2019,0.2,USA,ITA
2019,2019,0.2,USA,PRT
